question,answer,generated_answer,Semantic_Similarity
What is the difference between nominal GDP and real GDP?,"Nominal GDP is the raw GDP figure, while real GDP is adjusted for inflation to allow for meaningful comparisons over time.","Nominal GDP is the raw GDP data, not adjusted for changes in money value (inflation).  Real GDP is nominal GDP adjusted for changes in money value, using a factor called the GDP deflator.  This adjustment allows for a more accurate comparison of economic output over time, as it removes the effect of inflation.
",0.9365546703338623
What is the GDP deflator?,"The GDP deflator is the factor used to convert nominal GDP to real GDP, accounting for changes in the value of money.","The GDP deflator is the factor used to convert GDP from current to constant values.  It measures changes in the prices of all domestically produced goods and services in an economy, including investment goods, government services, and household consumption goods.
",0.9018620252609253
What is the difference between GDP and GNI?,"GDP measures production within a country's borders, while GNI (Gross National Income) measures production by a country's citizens, regardless of location.","GDP (Gross Domestic Product) defines its scope according to location.  It measures the total value of goods and services produced *within* a country's borders, regardless of who owns the producing enterprises.  GNI (Gross National Income), on the other hand, defines its scope according to ownership. It measures the total income earned by a country's citizens, regardless of where the production takes place.  This means GNI includes income from citizens' productive assets abroad but excludes income from foreign-owned assets within the country's borders.

In short:

* **GDP:** Production within a country's borders.
* **GNI:** Income earned by a country's citizens, regardless of location of production.


Essentially",0.9311363697052002
Who developed the modern concept of GDP?,Simon Kuznets developed the modern concept of GDP for a 1934 U.S. Congress report.,"Simon Kuznets
",0.39382800459861755
What are some limitations of GDP as a measure of progress?,"GDP doesn't account for externalities like environmental impact, unpaid domestic work, income inequality, and various aspects of well-being.","GDP, while often used as a measure of economic and social progress, has several limitations:

* **Doesn't reflect all aspects of well-being:** GDP growth doesn't necessarily translate to improvements in healthcare, education, or political liberty.  Examples include China's strong GDP growth alongside limited political freedoms.
* **Ignores income distribution:** GDP is an aggregate measure, not accounting for how income is distributed among a country's residents.  A high GDP could mask significant inequality.
* **Excludes non-monetary factors:**  GDP doesn't consider human health, education, or environmental damage.  It counts harmful activities like pollution and accidents (e.g., ambulances, crime) as positive contributions.",0.7023658752441406
What did Robert F. Kennedy criticize about GNP?,"He criticized GNP for counting negative things (like pollution and weapons) while ignoring positive things (like health, education, and quality of life).","The provided text does not mention Robert F. Kennedy criticizing GNP.  It discusses criticisms of Keynesian economics and the views of various economists, but does not include anything about RFK and GNP.
",0.6025292873382568
Why is excluding unpaid household work a limitation of GDP?,Because household labor has significant economic value and often substitutes for market-purchased goods and services.,"GDP excludes the value of household and other unpaid work, which is a limitation because this work often substitutes for goods and services that would otherwise be purchased, meaning its value is not captured in the GDP calculation.  This exclusion leads to an underestimation of the overall economic activity and standard of living in a country.
",0.4767317473888397
What are some environmental criticisms of GDP?,GDP doesn't account for environmental degradation and can incentivize activities that harm the environment.,"GDP is criticized by environmentalists because it:

* **Doesn't account for environmental harm:** It fails to incorporate damage to the environment, treating resource depletion and pollution as positive contributors to economic growth.
* **Rewards environmentally detrimental behaviors:**  GDP measures the monetary value of all goods and services, which incentivizes activities that harm the environment, like increased pollution and resource extraction.
* **Ignores natural capital:**  GDP doesn't account for the value of natural resources and the role they play in the economy.
* **Fails to reflect citizen well-being regarding environmental factors:**  While GDP might increase with increased consumption (e.g., gasoline), it doesn't account for negative consequences (e.g., air",0.7649629712104797
What are some alternatives to GDP?,"Alternatives include the Index of Sustainable Economic Welfare (ISEW), Gross National Happiness Index (GNH), and Human Development Index (HDI).","The text mentions several alternatives or critiques of GDP, including:

* **Kuznets' proposal to exclude military spending in peacetime:**  This wasn't widely adopted, but highlights the potential for alternative metrics.
* **GNH (Gross National Happiness):**  Inspired by the Bhutanese philosophy, suggesting a broader measure of well-being beyond economic output.
* **""GDP 3.0"":**  A proposed alternative combining an expanded GNI formula (GNIX), the Palma ratio (income inequality), and Daly Rule environmental metrics.
* **Focusing on broader measures of well-being:**  Recognizing that GDP doesn't account for things like health, education, political liberty, and the distribution of income.  ",0.6186227202415466
How does GDP relate to income inequality?,GDP doesn't reflect the distribution of income and can mask significant disparities between rich and poor.,"GDP per capita, while a measure of overall economic output, does not account for income distribution.  A high GDP per capita can mask significant income inequality, meaning the average income might be high, but the majority of the population may not share in that wealth.  Studies show a negative correlation between income inequality and economic growth.  In other words, higher inequality tends to be associated with slower or less sustainable economic growth.  The effect of rising inequality on GDP per capita can even be negative in relatively wealthy countries, though the relationship is more complex and potentially positive in very poor countries.
",0.6282046437263489
What is the issue of GDP manipulation?,"Studies suggest some countries, particularly those with authoritarian governments, may manipulate GDP figures to appear more prosperous.","The provided text discusses criticisms of GDP as a measure of economic and social progress, but it does not specifically address the *manipulation* of GDP.  While the text highlights limitations like excluding unpaid work, non-market activities, and social well-being factors, it doesn't detail *how* GDP figures might be intentionally manipulated.
",0.6139695644378662
What is SNA2008?,"SNA2008 is the international standard for measuring GDP, providing rules and procedures for national accounts.","SNA2008 is the 2008 edition of the System of National Accounts, an international standard for measuring Gross Domestic Product (GDP).  It provides rules and procedures for measuring national accounts, designed to be flexible enough to accommodate different local statistical needs.
",0.9469972252845764
When did China officially adopt GDP?,China officially adopted GDP as its indicator of economic performance in 1993.,"1993
",0.31051990389823914
What is inflation?,"Inflation is a general increase in prices over a given period, resulting in a reduction in the purchasing power of money.","Inflation is a general increase in the prices of goods and services in an economy, leading to a decrease in the purchasing power of money.  More specifically, from an Austrian School perspective, inflation is an increase in the money supply that is not matched by a corresponding increase in the demand for money, leading to a fall in the value of money.  This doesn't uniformly affect all assets, goods, and services, but rather varies based on market differences and where the new money enters the economy.
",0.8198055624961853
How is inflation measured?,"Inflation is typically measured using a consumer price index (CPI), which tracks the average change in prices of a basket of goods and services.","Inflation is measured by calculating the weighted average of selected price changes for a set of goods and services.  This involves objective means of differentiating changes in nominal prices from shifts in price due to changes in value, volume, quality, or performance.  Seasonal adjustments may be used to compensate for cyclical price fluctuations.  Statistical techniques are often applied to smooth out volatility and noise in the data.  Various indices, like the GDP deflator, are used, and some focus on specific price categories, such as the core inflation index used in monetary policy decisions.
",0.7630063891410828
What is deflation?,"Deflation is the opposite of inflation, representing a decrease in the general price level of goods and services.","Deflation is a decrease in the general price level of goods and services in an economy.  It typically happens when supply is high, demand is low, or the money supply decreases.  Deflation can also occur with increased competition and lower market concentration.  It's generally considered undesirable because it transfers wealth from borrowers to savers and creates inaccurate price signals, leading to underinvestment.
",0.829758882522583
What are some negative effects of inflation?,"Negative effects include increased opportunity cost of holding money, uncertainty about future inflation discouraging investment, and potential shortages of goods due to hoarding.","Negative effects of inflation include:

* **Increased opportunity cost of holding money:**  Money loses its value over time.
* **Uncertainty about future inflation:** This discourages investment and savings.
* **Potential for shortages:** Rapid inflation can cause consumers to hoard goods, leading to shortages.
* **Increased market inefficiencies:** Difficulty for companies to budget and plan long-term.
* **Reduced productivity:** Companies shift resources away from products and services to focus on profit and loss from currency inflation.
* **Reduced investment and saving:** Uncertainty about the future purchasing power of money.
* **Negative impact on asset prices (short-term):** Inflation erodes profit margins, leading to policy tightening by central banks.
* **",0.723960280418396
What are some positive effects of inflation?,"Positive effects include reduced unemployment due to nominal wage rigidity, greater freedom for central bank monetary policy, and encouragement of loans and investment.","Positive effects of inflation include reducing unemployment due to nominal wage rigidity, allowing the central bank greater freedom in carrying out monetary policy, encouraging loans and investment instead of money hoarding, and avoiding the inefficiencies associated with deflation.  Additionally, those who own physical assets like property or stock may benefit from rising prices.
",0.8091645836830139
What is the role of central banks in controlling inflation?,"Central banks control monetary policy, often by setting interest rates and conducting open market operations, to keep inflation low and stable.","Central banks play a key role in controlling inflation by adjusting interest rates to achieve an explicit inflation target.  While originally monetarists advocated targeting money growth, most developed countries now focus on inflation targeting.  This adjustment of interest rates influences investment, consumption, and net exports, ultimately impacting aggregate demand, output, employment, wages, and inflation.  Maintaining price stability, often defined as a specific inflation rate (typically near 2%), is a primary objective for most central banks.
",0.7987698316574097
What is the etymology of the term 'inflation'?,"It originates from the Latin 'inflare,' meaning 'to blow into or inflate.'","The provided text does not contain the etymology of the word ""inflation.""  It discusses the *concept* of inflation in economics, but not the word's origin.
",0.4311157166957855
What caused the 'price revolution' of the 16th-17th centuries?,It's often attributed to the influx of gold and silver from the New World into Europe.,"The text states that the ""price revolution"" of the 16th and 17th centuries was a major inflationary cycle, but it does *not* provide the cause(s).
",0.3501327633857727
What is hyperinflation?,Hyperinflation is an out-of-control inflationary spiral with extremely high inflation rates.,"Hyperinflation is an episode of extreme inflation rates much higher than those observed in earlier periods of commodity money.  It's characterized by very rapid increases in the money supply, often during political crises, and inflation rates that surpass 50 percent monthly.
",0.8396885991096497
What is stagflation?,"Stagflation is a combination of inflation, slow economic growth, and high unemployment.","Stagflation is a combination of inflation, slow economic growth, and high unemployment.
",0.9999999403953552
What is core inflation?,Core inflation measures inflation excluding volatile food and energy prices to estimate long-term trends.,"Core inflation is a measure of inflation for a subset of consumer prices that excludes food and energy prices, which rise and fall more than other prices in the short term.  The Federal Reserve pays particular attention to it to get a better estimate of long-term future inflation trends.
",0.8485600352287292
What is the quantity theory of money?,It posits that changes in the money supply directly affect the price level.,"The quantity theory of money (QTM) says that any change in the amount of money in a system will change the price level.  It's based on the equation of exchange:  MV = PQ, where M is the money supply, V is the velocity of money, P is the price level, and Q is the real output of goods and services.  The theory argues that changes in the money supply are the primary driver of changes in the price level.
",0.6931177377700806
What is the real bills doctrine?,It asserts that inflation results when money creation exceeds the value of assets backing it.,"The real bills doctrine (RBD) asserts that banks should issue their money in exchange for short-term real bills of adequate value.  This means the value of the assets backing the money must equal or exceed the value of the money issued.  If the assets backing the money diminish, the money will lose value, just like any financial security.  Thus, inflation results when the money supply outruns the issuer's assets.
",0.6621894836425781
What is the Phillips curve?,"It describes a historical inverse relationship between inflation and unemployment, though this relationship can break down over time.","The Phillips curve is a concept in macroeconomics describing an inverse relationship between inflation and unemployment.  Initially, it suggested a stable trade-off, meaning a country could choose lower unemployment if it accepted higher inflation, or vice-versa.  However, empirical evidence later showed this relationship wasn't as consistent as initially believed, particularly during periods like the 1970s stagflation.  The Phillips curve fundamentally describes how changes in employment/unemployment affect wage and price setting, leading to inflation changes.
",0.6284946203231812
What are rational expectations?,"The theory that economic actors make decisions based on rational predictions of the future, including future inflation.","Rational expectations are modeled as unbiased, meaning the expected inflation rate is not consistently higher or lower than the actual inflation rate that occurs.
",0.485965758562088
What is the 'new consensus' on inflation?,"It combines elements of Keynesian, monetarist, and new classical theories, recognizing demand, supply, and expectations as drivers of inflation.","The ""new consensus"" model on inflation, emerging around 2000 and continuing today, views inflation as influenced by multiple factors.  These include aggregate demand (affecting employment and unemployment), supply shocks, and inflation expectations, in addition to the original role of aggregate demand.  This is a departure from earlier models that focused primarily on aggregate demand and money supply.
",0.7257682085037231
How do inflation expectations affect the economy?,"They influence nominal interest rates, wage increases, and the effectiveness of monetary policy.","Inflation expectations affect the economy in several ways:

1. **Nominal interest rates:**  A rise (or fall) in expected inflation typically leads to a rise (or fall) in nominal interest rates, which has a smaller effect on real interest rates.

2. **Wage increases:** Higher expected inflation tends to be built into the rate of wage increases, again limiting the effect on real wages.

3. **Monetary policy impact:** The response of inflation expectations to monetary policy can influence how effectively policy affects inflation and unemployment.

4. **Investment and savings:** Uncertainty over future inflation can discourage investment and savings.

5. **Hoarding:** Rapid inflation can cause consumers to hoard goods, leading to shortages.

6. **Opportunity",0.6828333139419556
What is inflation targeting?,A monetary policy strategy where the central bank adjusts interest rates to achieve a specific inflation target.,"Inflation targeting is a monetary policy strategy where a central bank perpetually adjusts interest rates to steer the country's inflation rate towards its official target.
",0.8403914570808411
What is a fixed exchange rate regime?,A system where a country's currency is tied to the value of another currency or basket of currencies.,"A fixed exchange rate regime is a currency regime where a country's currency is tied in value to another single currency or a basket of other currencies.  This is typically done to stabilize the value of the currency against the reference currency(ies).
",0.5795515179634094
What is the gold standard?,A monetary system where currency is convertible into a fixed amount of gold.,"The gold standard is a monetary system where a region's currency (paper notes or other tokens) is freely convertible into a pre-determined amount of gold.  The standard specifies how the gold backing would be implemented, including the amount of gold per currency unit.  The currency itself has no inherent value but is accepted because it can be exchanged for the equivalent value of the gold (specie).
",0.7663264274597168
What is the invisible hand?,The invisible hand is a metaphor describing the unintended social benefits of individual self-interested actions in a free market.,"The invisible hand is a metaphor, inspired by Adam Smith, that describes how self-interested individuals in free markets can sometimes unintentionally act in the public interest.  Smith used the term in examples of wealth concentration and international trade.  Modern use often refers to a key neoclassical assumption about market efficiency, leading to debates about how well the ""invisible hand"" works in today's complex economies.
",0.8262771964073181
"Who coined the term ""invisible hand""?","Adam Smith, a Scottish economist and moral philosopher.","Adam Smith.
",0.644242525100708
"In which of Adam Smith's works does the term ""invisible hand"" appear?",The Theory of Moral Sentiments (1759) and The Wealth of Nations (1776).,"The term ""invisible hand"" appears in both Adam Smith's *Theory of Moral Sentiments* and his *Wealth of Nations*.
",0.5075059533119202
"How did Adam Smith use the term ""invisible hand""?","He used it in specific examples, not as a general economic principle.","The provided text states that Adam Smith's *own* use of the term ""invisible hand"" did not attract much attention until many generations after his death.  It also says that his usage of the term wasn't one singular, easily definable concept.  The passage further points out disagreements about exactly *how* Smith used the term, with some scholars arguing that there's no clear connection between his usage and how the term is now interpreted.
",0.21851956844329834
"How did 20th-century economists, particularly Paul Samuelson, reinterpret the invisible hand?",They broadened its meaning to represent the self-regulating nature of free markets and their tendency to produce optimal outcomes.,"20th-century economists, particularly Paul Samuelson, popularized and reinterpreted the invisible hand, giving it a new meaning.  Previously not a commonly used phrase among economists, Samuelson's 1948 textbook presentation of the concept solidified the idea of the invisible hand as specifically about the benefits of voluntary transactions in a free market, and as a generalizable rule.  This contrasted with Adam Smith's original usage, which was more nuanced and not simply about free markets.
",0.3882438540458679
What is the modern interpretation of the invisible hand?,"It suggests that free markets, through individual self-interest, lead to a distribution of goods and prices that benefit the entire community.","The modern interpretation of the invisible hand often sees it as specifically about the benefits of voluntary transactions in a free market, and is treated as a generalizable rule.  It's frequently associated with the idea of a self-regulating market, where individual actions lead to overall societal good.
",0.48731473088264465
Did Adam Smith advocate for no government intervention at all?,"No, he argued against excessive intervention but acknowledged the need for government in certain situations.","No.  The text states that Smith's arguments against government intervention were based on *specific cases*, and were not absolute.  He advocated for less government intervention, but not for none at all.
",0.5954042077064514
What is the main example of the invisible hand in The Wealth of Nations?,"The tendency of merchants to invest domestically, even at slightly lower returns, benefiting the national economy.","The main example of the invisible hand in *The Wealth of Nations* is the tendency of individuals, when investing capital, to be led by an ""invisible hand"" to prefer domestic investment, even if it wasn't their intention to promote domestic industry.  This is in contrast to the idea that governments should force traders to invest in their home countries.
",0.5143161416053772
What is the example of the invisible hand in The Theory of Moral Sentiments?,"A selfish landlord distributing his harvest to his workers, unintentionally benefiting them.","In *The Theory of Moral Sentiments*, Smith describes a selfish landlord being led by an ""invisible hand"" to distribute his harvest to those who work for him.  The poor receive the necessities of life after the rich have satisfied their desires.
",0.6112393140792847
"How does the modern usage of ""invisible hand"" differ from Smith's?","It's now often used as a general rule about free markets, while Smith used it in specific examples.","The modern usage of ""invisible hand"" is often seen as specifically about the benefits of voluntary transactions in a free market, and treated as a generalizable rule.  Smith's own usage was less focused and more indeterminate, not necessarily intending the term to be used in such a specific or widespread way.  Modern economists often view the ""invisible hand"" as a key neoclassical assumption, a measure of how well free markets are functioning, while Smith's usage seems more nuanced and less directly tied to free market capitalism.
",0.6748526096343994
"How does Gavin Kennedy view the modern usage of ""invisible hand""?","He argues that it's not reconcilable with Smith's original, modest use of the term.","Gavin Kennedy believes the modern use of ""invisible hand"" as a symbol of free market capitalism is incompatible with Adam Smith's more modest and indeterminate use of the term.
",0.44544538855552673
What is Joseph Stiglitz's critique of the invisible hand?,"He argues that it's often ""not there"" due to market imperfections like externalities and information asymmetry.","Joseph Stiglitz argues that the ""invisible hand"" often isn't there because of externalities.  He explains that when individual actions have impacts on others for which the individuals are not compensated or don't pay, free markets will not function optimally.
",0.5008535981178284
What are some factors that might reduce the effectiveness of the invisible hand?,"Large-scale industry, finance, and advertising.","The text states that large-scale industry, finance, and advertising, tendencies that were nascent during Smith's lifetime, have been argued to reduce the effectiveness of the supposed invisible hand.  More specifically, the text mentions inadequate interdealer collateral management and risk management systems as factors that can reduce effectiveness.
",0.365668922662735
What were some influences on Smith's thinking about the invisible hand?,Earlier Enlightenment thinkers like Bernard Mandeville and Richard Cantillon.,"Smith's thinking about the invisible hand was influenced by earlier Enlightenment thinkers like Bernard Mandeville, and potentially by Richard Cantillon's model of the isolated estate.
",0.5792077779769897
What is the connection between the invisible hand and the First Welfare Theorem?,Kaushik Basu calls the First Welfare Theorem the Invisible Hand Theorem.,"The First Welfare Theorem states that competitive markets, under certain assumptions, lead to Pareto efficient outcomes.  This idea is sometimes referred to as Adam Smith's invisible hand.
",0.7001582980155945
How does Noam Chomsky interpret Smith's use of the invisible hand?,"He suggests Smith used it to argue for a ""home bias"" in investment, opposing offshore outsourcing.","The provided text does not mention Noam Chomsky's interpretation of Smith's invisible hand.  The passage focuses on different interpretations of Smith's use of the metaphor, primarily from economic historians and theorists.
",0.4395512342453003
What is an example of a situation where self-interest does not benefit society?,The tragedy of the commons.,"The provided text argues that self-interest *usually* benefits society, but doesn't offer a specific example of where it *doesn't*.  To answer the question, one would need a different source that gives an example of how pursuing individual self-interest harms the community.
",0.19964928925037384
What is the relationship between the invisible hand and Universal Darwinism?,Robert Nozick argues that the invisible hand is conceptually similar to Darwinian natural selection.,"Robert Nozick argues that the concept of the invisible hand, while traditionally understood in economics, has a similar application in other areas, notably Darwinian natural selection.  Daniel Dennett further develops this idea, suggesting that this principle of natural selection is a ""universal acid"" applicable to various philosophical areas, like consciousness and free will.  This broader application is known as Universal Darwinism.
",0.8366489410400391
"What did R.H. Tawney believe about Smith's use of the ""invisible hand""?",He believed Smith was putting a name to an older idea that saw economic self-interest as part of a providential plan.,"The provided text does not contain R.H. Tawney's opinion on Smith's use of the ""invisible hand"".  It discusses various interpretations and critiques of Smith's use, but does not mention Tawney.
",0.25608888268470764
What is market failure in neoclassical economics?,"Market failure is a situation where the allocation of goods and services by a free market is not Pareto efficient, leading to a net loss of economic value.","In neoclassical economics, market failure is a situation where the allocation of goods and services by a free market is not Pareto efficient, often leading to a net loss of economic value.  This occurs when markets fail to allocate scarce resources to generate the greatest social welfare, creating a wedge between individual actions driven by market prices and what society desires for environmental protection or other social goals.  This inefficiency can stem from various factors including externalities, non-excludability, non-rivalry, time-inconsistent preferences, information asymmetries, and non-competitive markets, among others.
",0.8532988429069519
"When was the term ""market failure"" first used by economists?",1958,"1958
",1.0
Which Victorian philosopher's work foreshadowed the concept of market failure?,Henry Sidgwick,"Henry Sidgwick
",1.0000001192092896
Name three common causes of market failure.,"Public goods, externalities, and market power (e.g., monopolies).","Externalities, non-excludability, non-rivalry
",0.5049467086791992
Why does market power lead to inefficiency?,"Agents with market power can block mutually beneficial trades, leading to imperfect competition and inefficient outcomes unless perfect price discrimination is implemented.","Agents with market power can block mutually beneficial gains from trade. This leads to inefficiency due to imperfect competition, which can take many forms, such as monopolies, monopsonies, or monopolistic competition, if the agent does not implement perfect price discrimination.
",0.8999119400978088
What is a natural monopoly?,"A firm whose per-unit cost decreases as its output increases, making a single producer most efficient from a cost perspective.","A natural monopoly is a firm whose per-unit cost decreases as it increases output.  This makes it most efficient (from a cost perspective) to have only one producer of a good.  Natural monopolies exhibit increasing returns to scale, meaning at all possible outputs, marginal cost is below average cost if average cost is declining.  A key reason for this is the existence of significant fixed costs.
",0.5077909231185913
"How can the nature of goods, such as public goods, lead to market failure?",The non-excludability of public goods can cause underinvestment as developers cannot capture sufficient benefits.,"The nature of goods like public goods leads to market failure because of their characteristics of non-excludability and non-rivalry.  These characteristics prevent the market from efficiently allocating resources.  Since individuals can consume the good without paying, there's no incentive for private providers to produce them, leading to under-provision.  This under-provision results in a situation where society values the good more than the private market does, creating a divergence between private and social benefits.
",0.595702052116394
What are externalities?,Gains or losses associated with a product's production or consumption that are imposed on a third party not involved in the original market transaction.,"Externalities are indirect costs (external costs) or benefits (external benefits) imposed on uninvolved third parties as a result of another party's actions.  They can be considered unpriced components of consumer or producer consumption.  Negative externalities impose costs, such as pollution, while positive externalities provide benefits.  Importantly, the market price often doesn't reflect these external costs or benefits.
",0.48347917199134827
What is the Coase Theorem?,"It states that private transactions are efficient if property rights exist, few parties are involved, and transaction costs are low, regardless of who owns the property rights.","The Coase theorem, developed by Ronald Coase and labeled as such by George Stigler, states that private transactions are efficient as long as property rights exist, only a small number of parties are involved, and transactions costs are low.  This efficiency will occur regardless of who owns the property rights.  The theorem highlights situations where markets function properly even with externalities.
",0.610697865486145
What are two generalized rights that can be incomplete and lead to market inefficiency?,Excludability (controlling who uses a commodity) and transferability (transferring rights of use).,"The provided text doesn't explicitly identify two *generalized* rights that are incomplete and lead to market inefficiency.  It discusses market failures, but the focus is on *market* conditions, not specific rights.  While the text mentions private property rights as a potential problem according to some viewpoints, it doesn't isolate two specific rights.
",0.36485642194747925
What is information asymmetry?,"Situations in transactions where one party has more or better information than the other, creating an imbalance of power.","Information asymmetry occurs when some parties in a transaction have more information than others.  This imbalance of information can lead to inefficient transactions and market failures.
",0.6711326837539673
What are examples of Information Asymmetry?,Adverse selection and moral hazard.,"Examples of information asymmetry include:

* **Adverse selection:**  One party has more information about the quality of a good or service than the other.  (e.g., used car market).
* **Moral hazard:** One party takes more risks because they know the other party won't fully bear the consequences. (e.g., insurance policies)
* **Monopolies of knowledge:** One party holds exclusive knowledge that gives them significant advantage in a transaction (e.g., a company knowing about a new technology before competitors).
",0.4386080205440521
"According to Herbert A. Simon, why do economic agents use heuristics?",Due to the complexity of situations and their limited cognitive abilities to process all alternatives.,"According to Herbert A. Simon, economic agents use heuristics because of the complexity of the situation and their inability to process and compute the expected utility of every alternative action.  Deliberation costs are also high, and there are often other concurrent economic activities requiring decisions.
",0.4686410129070282
What is an ecological market failure related to non-renewable resources?,The unfair and uneven allocation of finite resources across present and future generations.,"An ecological market failure related to non-renewable resources occurs when human activity in a market economy is exhausting critical non-renewable resources.  This leads to a situation where the criterion of Pareto efficiency (where no one can be made better off without making someone else worse off) is not met.
",0.40938320755958557
What is the 'tragedy of the commons'?,"Overuse of a shared resource due to poorly defined or non-existent property rights, leading to depletion and everyone being worse off.","The tragedy of the commons is the depletion or degradation of a common pool resource due to unrestrained access and use.  It occurs when individuals or organizations prioritize their immediate self-interest over the long-term sustainability of the shared resource, leading to overconsumption and ultimately harming all users.  This happens because the resource is both rivalrous (one person's use diminishes the resource's availability to others) and non-excludable (it's difficult or impossible to prevent people from using it).  Examples include overfishing, overgrazing, and overcrowding of recreational areas.
",0.6712824702262878
How does climate change represent a 'tragedy of the commons'?,The Earth's atmosphere is overloaded with carbon dioxide due to a lack of clear property rights and the market's failure to correct the resulting pollution.,"Climate change represents a ""tragedy of the commons"" because the Earth's atmosphere, a global common, has poorly defined or non-existent property rights.  This lack of ownership leads to overuse as the waste absorption capacity of the atmosphere regarding carbon dioxide is heavily overloaded by emissions from the global economy.  Without restrictions, actors prioritize their short-term interests (emissions) over the long-term sustainability of the shared resource (the atmosphere).
",0.6859040856361389
What is 'uneconomic growth'?,Economic growth where the ecological costs exceed the social benefits.,"Uneconomic growth is increased per-capita consumption that, beyond modest levels, does *not* lead to improvements in human well-being, but instead has harmful effects on the environment and broader societal well-being.  It implies a need for a downscaling of production and consumption to meet biophysical limits.
",0.5829722285270691
"According to Zerbe and McCurdy, what is a fundamental problem with the market failure paradigm?",It describes a situation that exists everywhere due to the ubiquity of transaction costs.,"The provided text does not cite Zerbe and McCurdy.  Therefore, no answer can be given to the question.
",0.07381410151720047
What is the Chicago school's perspective on government intervention in market failures?,They argue that the costs of government intervention (government failure) might outweigh the costs of the market failure itself.,"The Chicago school, particularly its earlier proponents, argues that government intervention to fix market failures might be worse than the failures themselves.  They believe that government failures, stemming from inherent problems in democratic systems and the power of special interests, can outweigh the negative effects of market failures.  They emphasize the potential for unintended negative consequences of government intervention.
",0.7424597144126892
What is the Austrian school's view on market failure?,They argue that market inefficiencies are temporary and tend to be eliminated through entrepreneurship driven by profit.,"Austrian economists argue that there is no such thing as ""market failure"".  They believe efficiency in a social system is measured by how well it allows individuals to achieve their goals.  Inefficiency arises only when individuals choose means inconsistent with those goals.  This definition of efficiency differs from Pareto efficiency, a concept central to mainstream economics' understanding of market failure.  They further argue that the market, driven by entrepreneurship and profit, tends to correct its own inefficiencies, a process governments struggle to replicate.
",0.6574589014053345
What is opportunity cost in microeconomic theory?,"The value of the best alternative forgone when making a choice between several mutually exclusive alternatives, given limited resources.","Opportunity cost in microeconomic theory is the cost of the next best alternative forgone when a choice is made.  It encompasses both explicit (monetary) and implicit (non-monetary) costs associated with a decision, ensuring efficient use of scarce resources.  It's the sacrifice related to the second-best available option, considering both present and future expectations.  Importantly, opportunity cost is crucial for optimal resource allocation and decision-making, including evaluating the profitability of choices.
",0.554466187953949
What are explicit costs?,"Direct, out-of-pocket costs of an action, easily identifiable and measurable in monetary terms.","Explicit costs are the direct costs of an action, such as business operating costs or expenses.  They are executed through either a cash transaction or a physical transfer of resources.  They are easily identifiable, always have a dollar value, and involve a transfer of money (e.g., paying employees).  These costs are found on a firm's income statement and balance sheet, representing all cash outflows.
",0.6479036211967468
Provide an example of an explicit cost.,Paying wages to employees.,"Paying employees.
",0.8975058197975159
What are implicit costs?,"The opportunity costs of using resources a firm already owns, which could have been used for other purposes. These are often intangible and not easily quantifiable.","Implicit costs, also called implied, imputed, or notional costs, are the opportunity costs of using resources owned by a firm that could be used for other purposes.  They are the costs of forgone opportunities and are often hidden or not readily apparent.  They are not recorded in accounting because they don't represent monetary loss or gain.  Examples include a business owner not taking a salary.
",0.5715484023094177
Give an example of an implicit cost.,A small business owner forgoing a salary to reinvest profits back into the business.,"A small business owner not taking a salary in the beginning of their tenure to increase business profitability.
",0.7771462798118591
What are sunk costs?,Costs that have already been incurred and cannot be recovered.,"Sunk costs are costs that have already been incurred and cannot be recovered.  They should not influence present or future decisions, as they are irrelevant to future choices.
",0.58184415102005
Why should sunk costs be ignored in future decision-making?,Because they are irrelevant to future outcomes and cannot be changed.,"Sunk costs should be ignored in future decision-making because they are already incurred and cannot be recovered.  Focusing on past expenditures is a distraction from evaluating the potential benefits and costs of future actions.  Decisions should be based on the *future* costs and benefits, not on past investments that are irrecoverable.
",0.3951050639152527
What is sunk cost fallacy?,The mistake of believing that sunk costs matter when making future decisions.,"The sunk cost fallacy is the mistake of continuing a course of action, even when it's not beneficial, because of the resources already invested in it.  It's the belief that past investments (sunk costs) should influence current decisions.  In the example given, Steven buys a boring game for $100 and feels compelled to finish it because of the money already spent.
",0.7552942037582397
What is marginal cost?,The increase in total cost resulting from producing one additional unit of output.,"Marginal cost is the change in total cost that results from increasing the quantity produced by one unit.  It's the cost of producing one additional unit of output.  It's calculated as the change in total cost divided by the change in quantity.  Importantly, marginal cost only includes costs that *vary* with output; fixed costs are excluded.
",0.5623961091041565
What are adjustment costs?,The expenses a company incurs when changing its production levels or product characteristics in response to changes in demand or input costs.,"Adjustment costs are the expenses a company incurs when altering its production levels in response to fluctuations in demand and/or input costs.  These costs can include acquiring, setting up, and mastering new capital equipment, hiring, dismissing, and training employees, and also encompass changes in the *nature* of the product rather than just output volume.  Companies may need to adjust product features to improve competitiveness through differentiation or cost-cutting.
",0.7361899018287659
What is the main difference between accounting profit and economic profit?,"Accounting profit considers only explicit costs, while economic profit considers both explicit and implicit costs (including opportunity costs).","The main difference between accounting profit and economic profit is that accounting profit only considers explicit costs (tangible, measurable expenses like wages, rent), while economic profit also includes implicit costs (opportunity costs).  Economic profit, therefore, provides a more comprehensive picture of a business's true profitability by considering the potential benefits foregone from choosing one course of action over another.
",0.839592456817627
